1005010002,健康运动、户外|运动服饰|运动夹克,adidas 户外梭织羽绒茄克 W66317 黑色 2XL   ,首页 > 运动户外 > 运动服装 > 运动棉衣 > ADIDAS 阿迪达斯,徐家汇商城,$N
1008002008,服饰、鞋、包|男装|夹克,鸿星尔克erke2014正品女时尚潮流休闲运动夹克外套12214108270 A4 冰山蓝 XL,服饰内衣>运动>卫衣>鸿星尔克（ERKE）>鸿星尔克erke2014正品女时尚潮流休...,京东商城,鸿星尔克优品酷专卖店
1005010007,健康运动、户外|运动服饰|运动羽绒服,361度官方女款运动夹克休闲运动服外套 6249302 深粉 S,服饰内衣>运动>夹克>361度>361度官方女款运动夹克休闲运动服外套 ...,京东商城,佳临运动专营店
1008002008,服饰、鞋、包|男装|夹克,【麦图】外套新款 时尚户外运动外套 男士出游必备色彩拼接运动外套运动夹克 灰色 M,服饰内衣>运动>夹克>麦图（MICRO.MACRO）>【麦图】外套新款 时尚户外运动外套 男士...,京东商城,麦图旗舰店
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas 阿迪达斯2014新款男子运动夹克外套F50620 F50620 L,运动户外>运动服饰>夹克/风衣> 阿迪达斯（Adidas）>Adidas 阿迪达斯2014新款男子运...,京东商城,巨奔运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,阿迪达斯Adidas2014年新款春季男子运动夹克外套F48271 F48271 S,运动户外>运动服饰>夹克/风衣> 阿迪达斯（Adidas）>阿迪达斯Adidas2014年新款春季男...,京东商城,现代新锐运动专营店
1008002008,服饰、鞋、包|男装|夹克,【麦图】新款夹克外套 男 时尚连帽夹克外套 六色可选潮流两面穿运动夹克 月蓝 XXL,服饰内衣>运动>夹克>麦图（MICRO.MACRO）>【麦图】新款夹克外套 男 时尚连帽夹克外...,京东商城,麦图旗舰店
1008001015,服饰、鞋、包|女装|风衣,Nike耐克女装运动夹克外套 520902-423 520902-423 S,运动户外>运动服饰>夹克/风衣>耐克（NIKE）>Nike耐克女装运动夹克外套 52090...,京东商城,铭赫运动专营店
1008002009,服饰、鞋、包|男装|风衣,Peak/匹克 2014年春季新款 经典梭织立领男款运动夹克 F241101 浅灰 M/165,运动户外>运动服饰>夹克/风衣>匹克（PEAK）>Peak/匹克 2014年春季新款 经典...,京东商城,一加一运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas阿迪达斯2014新款男子运动夹克外套D87690 D87690 XS,运动户外>运动服饰>夹克/风衣>阿迪达斯（Adidas）>Adidas阿迪达斯2014新款男子运动...,京东商城,型尚网运动专营店
1008002012,服饰、鞋、包|男装|外套,（支持货到付款）2014春装新款 男士韩版潮款时尚休闲运动夹克外套 简单百搭男款夹克2色选 蓝色 XXL,服饰内衣>男装>夹克> 喜贝勒（xibeile）>（支持货到付款）2014春装新款 男士韩...,京东商城,喜贝勒服饰官方旗舰店
1008002006,服饰、鞋、包|男装|卫衣、绒衫,【麦图】外套新款 欧美户外运动外套 潮男出游必备 时尚色彩拼接运动外套运动夹克 宝蓝色 M,服饰内衣>运动>夹克>麦图（MICRO.MACRO）>【麦图】外套新款 欧美户外运动外套 潮男...,京东商城,麦图旗舰店
1005010006,健康运动、户外|运动服饰|运动棉衣,阿迪达斯Adidas女装专柜正品2014春款NEO运动夹克F78852 F81368 F78852 M,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯Adidas女装专柜正品2014...,京东商城,热点运动专营店
1008002009,服饰、鞋、包|男装|风衣,幸运叶子阿迪达斯Adidas三叶草男装2014运动夹克外套G75265 G75266 黑色G75265 XL,运动户外>运动服饰>夹克/风衣>三叶草（Adidas）>幸运叶子阿迪达斯Adidas三叶草男装2...,京东商城,幸运叶子运动专营店
1008002009,服饰、鞋、包|男装|风衣,耐克Nike2014男款运动夹克585192-010-457-602-063-423 585192-457 M,运动户外>运动服饰>夹克/风衣>耐克（NIKE）>耐克Nike2014男款运动夹克5851...,京东商城,幸运叶子运动专营店
1015008008,母婴童|妈妈专区|孕妇上装、孕妇套装,温克王 男式春夏新款运动夹克外套 运动服上衣1558 深灰 M,运动户外>运动服饰>夹克/风衣> 温克（wenke）>温克王 男式春夏新款运动夹克外套 运动服...,京东商城,万克专营店
1005011003,健康运动、户外|户外服饰|抓绒衣裤、抓绒套装,【麦图】新款户外运动外套 男 超轻超薄防风运动外套 五色可选外套运动夹克 宝蓝色 M,运动户外>运动服饰>夹克/风衣> 麦图（MICRO.MACRO）>【麦图】新款户外运动外套 男 超轻超薄防...,京东商城,麦图旗舰店
1008002009,服饰、鞋、包|男装|风衣,阿迪达斯（Adidas）三叶草2014春装新款男款休闲运动夹克外套F81878 F81878 XS,运动户外>运动服饰>夹克/风衣> 阿迪达斯（Adidas）>阿迪达斯（Adidas）三叶草2014春...,京东商城,显臣运动专营店
1005010011,健康运动、户外|运动服饰|运动休闲马甲、运动背心,隆恩美国代购专柜阿迪达斯Adidas男子 Tiro II Full Zip 休闲运动夹克,运动户外>运动服饰>夹克/风衣> 阿迪达斯（Adidas）>隆恩美国代购专柜阿迪达斯Adidas男子...,京东商城,隆恩美国代购旗舰店
1005010006,健康运动、户外|运动服饰|运动棉衣,ADIDAS SC(阿迪运动休闲)2012冬季女子运动夹克Z24344,运动户外 > 运动服装 > 夹克/外套 > 商品详情,当当网,阿迪达斯
1008001015,服饰、鞋、包|女装|风衣,货到付款361度正品春秋新款女装休闲外套韩版潮运动夹克 561332306 浅绿 36,运动户外>户外鞋服>户外风衣> 361°>货到付款361度正品春秋新款女装休闲外套...,京东商城,361度户外旗舰店
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas/阿迪达斯 2014新品 女式运动夹克 D86961 D86962 D86963,所有分类>运动户外>运动服/包/配件>运动夹克>Adidas/阿迪达斯>Adidas/阿迪达...,1号店,Adidas/阿迪达斯
1008002015,服饰、鞋、包|男装|羽绒服,阿迪达斯adidas 2013新品冬款 男装 男式中棉连帽运动夹克G91615P09953 黑色P09953 XXL,服饰内衣>运动>棉服/羽绒服>阿迪达斯（Adidas）>阿迪达斯adidas 2013新品冬款 ...,京东商城,海光运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,Nike耐克男子运动夹克 425356-010 M,服饰内衣>运动>夹克>耐克（NIKE）>Nike耐克男子运动夹克 425356-...,京东商城,加百利运动专营店
1008002012,服饰、鞋、包|男装|外套,361度男装休闲运动夹克运动服外套防风保暖 5234315 蓝 S,服饰内衣>运动>夹克>361°>361度男装休闲运动夹克运动服外套防风保...,京东商城,正飞运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas三叶草2014新款男子运动夹克外套F81853 F81853 S,运动户外>运动服饰>夹克/风衣> 阿迪达斯（Adidas）>Adidas三叶草2014新款男子运动夹...,京东商城,型尚网运动专营店
1008002012,服饰、鞋、包|男装|外套,阿迪达斯adidas 2014新品春款 男装 男式运动夹克 外套 F48588 深灰色 L,运动户外>运动服饰>夹克/风衣>阿迪达斯（Adidas）>阿迪达斯adidas 2014新品春款 ...,京东商城,海光运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,adidas阿迪达斯2013新款男子运动夹克-G86564 G86565 黑色G86565 L,服饰鞋帽>运动>夹克>adidas阿迪达斯>adidas阿迪达斯2013新款男子运动...,京东商城,优天忆
